T0,T1,T2,count
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",14
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1",Business2,1
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1",English & Foreign Lang.2,1
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1",Social Sciences & Law2,2
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1",Communications2,1
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1","Commun, Fam., & Personal Svcs2",1
"Commun, Fam., & Personal Svcs0","Philosophy, Religion, & Theology1",Education2,2
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Sciences: Biological & Physical2,81
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Health Sci. & Techno.2,10
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Business2,7
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,English & Foreign Lang.2,2
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,1
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Social Sciences & Law2,17
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Engineering2,2
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",12
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Health Admin. & Assisting2,1
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Education2,7
"Commun, Fam., & Personal Svcs0",Sciences: Biological & Physical1,Arts: Visual & Performing2,3
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Sciences: Biological & Physical2,3
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Health Sci. & Techno.2,258
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Business2,17
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Eng. Tech. & Drafting2,2
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,English & Foreign Lang.2,2
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Social Sciences & Law2,9
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,"Repair, Production, & Construction2",2
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Communications2,6
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Engineering2,1
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",29
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Health Admin. & Assisting2,8
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Education2,15
"Commun, Fam., & Personal Svcs0",Health Sci. & Techno.1,Arts: Visual & Performing2,1
"Commun, Fam., & Personal Svcs0","Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",2
"Commun, Fam., & Personal Svcs0","Area, Eth. & Multidiscip. Studies1","Commun, Fam., & Personal Svcs2",1
"Commun, Fam., & Personal Svcs0","Area, Eth. & Multidiscip. Studies1",Agric. & Nat. Res. Cons2,1
"Commun, Fam., & Personal Svcs0",Business1,Health Sci. & Techno.2,9
"Commun, Fam., & Personal Svcs0",Business1,Business2,401
"Commun, Fam., & Personal Svcs0",Business1,Eng. Tech. & Drafting2,1
"Commun, Fam., & Personal Svcs0",Business1,English & Foreign Lang.2,6
"Commun, Fam., & Personal Svcs0",Business1,Comp. Sci. & Mathematics2,9
"Commun, Fam., & Personal Svcs0",Business1,Social Sciences & Law2,23
"Commun, Fam., & Personal Svcs0",Business1,"Repair, Production, & Construction2",1
"Commun, Fam., & Personal Svcs0",Business1,Communications2,13
"Commun, Fam., & Personal Svcs0",Business1,Engineering2,2
"Commun, Fam., & Personal Svcs0",Business1,"Commun, Fam., & Personal Svcs2",24
"Commun, Fam., & Personal Svcs0",Business1,Architecture2,1
"Commun, Fam., & Personal Svcs0",Business1,Health Admin. & Assisting2,3
"Commun, Fam., & Personal Svcs0",Business1,Agric. & Nat. Res. Cons2,2
"Commun, Fam., & Personal Svcs0",Business1,Education2,6
"Commun, Fam., & Personal Svcs0",Business1,Arts: Visual & Performing2,5
"Commun, Fam., & Personal Svcs0",Eng. Tech. & Drafting1,Business2,3
"Commun, Fam., & Personal Svcs0",Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,37
"Commun, Fam., & Personal Svcs0",Eng. Tech. & Drafting1,Social Sciences & Law2,1
"Commun, Fam., & Personal Svcs0",Eng. Tech. & Drafting1,Engineering2,2
"Commun, Fam., & Personal Svcs0",Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",4
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,Business2,1
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,English & Foreign Lang.2,32
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,Social Sciences & Law2,2
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,"Repair, Production, & Construction2",1
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,Communications2,1
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",6
"Commun, Fam., & Personal Svcs0",English & Foreign Lang.1,Education2,2
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Sciences: Biological & Physical2,1
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Business2,1
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,33
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Social Sciences & Law2,3
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,"Repair, Production, & Construction2",2
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Communications2,2
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Engineering2,2
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",2
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Health Admin. & Assisting2,1
"Commun, Fam., & Personal Svcs0",Comp. Sci. & Mathematics1,Education2,1
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,"Philosophy, Religion, & Theology2",2
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Sciences: Biological & Physical2,6
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Health Sci. & Techno.2,16
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",1
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Business2,24
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Eng. Tech. & Drafting2,1
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,English & Foreign Lang.2,5
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Comp. Sci. & Mathematics2,4
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Social Sciences & Law2,585
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,"Repair, Production, & Construction2",1
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Communications2,18
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",71
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Health Admin. & Assisting2,2
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Education2,18
"Commun, Fam., & Personal Svcs0",Social Sciences & Law1,Arts: Visual & Performing2,2
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1",Business2,2
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1",Eng. Tech. & Drafting2,2
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1",Comp. Sci. & Mathematics2,1
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1","Repair, Production, & Construction2",38
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",3
"Commun, Fam., & Personal Svcs0","Repair, Production, & Construction1",Education2,1
"Commun, Fam., & Personal Svcs0",Communications1,Health Sci. & Techno.2,2
"Commun, Fam., & Personal Svcs0",Communications1,"Area, Eth. & Multidiscip. Studies2",1
"Commun, Fam., & Personal Svcs0",Communications1,Business2,5
"Commun, Fam., & Personal Svcs0",Communications1,English & Foreign Lang.2,2
"Commun, Fam., & Personal Svcs0",Communications1,Social Sciences & Law2,5
"Commun, Fam., & Personal Svcs0",Communications1,Communications2,70
"Commun, Fam., & Personal Svcs0",Communications1,"Commun, Fam., & Personal Svcs2",4
"Commun, Fam., & Personal Svcs0",Communications1,Agric. & Nat. Res. Cons2,1
"Commun, Fam., & Personal Svcs0",Communications1,Education2,2
"Commun, Fam., & Personal Svcs0",Communications1,Arts: Visual & Performing2,1
"Commun, Fam., & Personal Svcs0",Engineering1,Sciences: Biological & Physical2,2
"Commun, Fam., & Personal Svcs0",Engineering1,Health Sci. & Techno.2,3
"Commun, Fam., & Personal Svcs0",Engineering1,Business2,3
"Commun, Fam., & Personal Svcs0",Engineering1,"Repair, Production, & Construction2",2
"Commun, Fam., & Personal Svcs0",Engineering1,Engineering2,40
"Commun, Fam., & Personal Svcs0",Engineering1,"Commun, Fam., & Personal Svcs2",3
"Commun, Fam., & Personal Svcs0",Engineering1,Agric. & Nat. Res. Cons2,1
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,7
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,24
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Business2,69
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,3
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,5
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,9
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Social Sciences & Law2,42
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",7
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Communications2,15
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Engineering2,5
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",1803
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,13
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,6
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Education2,61
"Commun, Fam., & Personal Svcs0","Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,9
"Commun, Fam., & Personal Svcs0",Architecture1,Engineering2,1
"Commun, Fam., & Personal Svcs0",Architecture1,Architecture2,3
"Commun, Fam., & Personal Svcs0",Health Admin. & Assisting1,Health Sci. & Techno.2,2
"Commun, Fam., & Personal Svcs0",Health Admin. & Assisting1,Business2,5
"Commun, Fam., & Personal Svcs0",Health Admin. & Assisting1,Health Admin. & Assisting2,53
"Commun, Fam., & Personal Svcs0",Health Admin. & Assisting1,Arts: Visual & Performing2,1
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,1
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,Business2,1
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,"Repair, Production, & Construction2",1
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,Communications2,2
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",3
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,38
"Commun, Fam., & Personal Svcs0",Agric. & Nat. Res. Cons1,Education2,1
"Commun, Fam., & Personal Svcs0",Education1,Sciences: Biological & Physical2,2
"Commun, Fam., & Personal Svcs0",Education1,Health Sci. & Techno.2,11
"Commun, Fam., & Personal Svcs0",Education1,Business2,19
"Commun, Fam., & Personal Svcs0",Education1,Eng. Tech. & Drafting2,1
"Commun, Fam., & Personal Svcs0",Education1,English & Foreign Lang.2,5
"Commun, Fam., & Personal Svcs0",Education1,Social Sciences & Law2,16
"Commun, Fam., & Personal Svcs0",Education1,Communications2,2
"Commun, Fam., & Personal Svcs0",Education1,"Commun, Fam., & Personal Svcs2",36
"Commun, Fam., & Personal Svcs0",Education1,Health Admin. & Assisting2,1
"Commun, Fam., & Personal Svcs0",Education1,Education2,250
"Commun, Fam., & Personal Svcs0",Education1,Arts: Visual & Performing2,5
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Sciences: Biological & Physical2,1
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Health Sci. & Techno.2,1
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Business2,2
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Social Sciences & Law2,5
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Communications2,3
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",4
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Education2,3
"Commun, Fam., & Personal Svcs0",Arts: Visual & Performing1,Arts: Visual & Performing2,48
Architecture0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",3
Architecture0,"Philosophy, Religion, & Theology1",Comp. Sci. & Mathematics2,1
Architecture0,"Philosophy, Religion, & Theology1",Engineering2,1
Architecture0,"Philosophy, Religion, & Theology1","Commun, Fam., & Personal Svcs2",1
Architecture0,"Philosophy, Religion, & Theology1",Education2,1
Architecture0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,96
Architecture0,Sciences: Biological & Physical1,Health Sci. & Techno.2,4
Architecture0,Sciences: Biological & Physical1,Business2,5
Architecture0,Sciences: Biological & Physical1,English & Foreign Lang.2,1
Architecture0,Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,3
Architecture0,Sciences: Biological & Physical1,Social Sciences & Law2,10
Architecture0,Sciences: Biological & Physical1,"Repair, Production, & Construction2",1
Architecture0,Sciences: Biological & Physical1,Communications2,1
Architecture0,Sciences: Biological & Physical1,Engineering2,3
Architecture0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",5
Architecture0,Sciences: Biological & Physical1,Architecture2,1
Architecture0,Sciences: Biological & Physical1,Health Admin. & Assisting2,1
Architecture0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,2
Architecture0,Sciences: Biological & Physical1,Education2,1
Architecture0,Sciences: Biological & Physical1,Arts: Visual & Performing2,1
Architecture0,Health Sci. & Techno.1,Sciences: Biological & Physical2,5
Architecture0,Health Sci. & Techno.1,Health Sci. & Techno.2,67
Architecture0,Health Sci. & Techno.1,Business2,9
Architecture0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,2
Architecture0,Health Sci. & Techno.1,Social Sciences & Law2,2
Architecture0,Health Sci. & Techno.1,"Repair, Production, & Construction2",1
Architecture0,Health Sci. & Techno.1,Communications2,1
Architecture0,Health Sci. & Techno.1,Engineering2,1
Architecture0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",11
Architecture0,Health Sci. & Techno.1,Agric. & Nat. Res. Cons2,1
Architecture0,"Area, Eth. & Multidiscip. Studies1",Engineering2,1
Architecture0,Business1,Health Sci. & Techno.2,2
Architecture0,Business1,Business2,379
Architecture0,Business1,Eng. Tech. & Drafting2,5
Architecture0,Business1,English & Foreign Lang.2,4
Architecture0,Business1,Comp. Sci. & Mathematics2,4
Architecture0,Business1,Social Sciences & Law2,13
Architecture0,Business1,Communications2,3
Architecture0,Business1,Engineering2,5
Architecture0,Business1,"Commun, Fam., & Personal Svcs2",7
Architecture0,Business1,Architecture2,3
Architecture0,Business1,Agric. & Nat. Res. Cons2,3
